$Y:\mLB_TP2\08_Projektbearbeitung\utg\Pruefung\Druckproben\Druckversuch_DIN50106.zs2
Vorkraft                                500 N
Prüfgeschwindigkeit                     0.0067 1/s
Durchmesser                             9.95 mm
Probenhoehe                             13.99 mm
$
         Standardweg;       Standardkraft;           Pruefzeit
 5.095432758331e+000; 8.578100000000e+004; 6.563999938965e+001
 5.097264766693e+000; 8.579637500000e+004; 6.566000366211e+001
 5.099221229553e+000; 8.581318750000e+004; 6.568000030518e+001
 5.101078033447e+000; 8.583214843750e+004; 6.569999694824e+001
 5.102960109711e+000; 8.584860156250e+004; 6.572000122070e+001
 5.104841709137e+000; 8.586290625000e+004; 6.573999786377e+001
 5.106674194336e+000; 8.588150781250e+004; 6.576000213623e+001
 5.108555793762e+000; 8.590010156250e+004; 6.577999877930e+001
 5.110388278961e+000; 8.591834375000e+004; 6.580000305176e+001
 5.112294673920e+000; 8.593801562500e+004; 6.581999969482e+001
 5.114127159119e+000; 8.596055468750e+004; 6.584000396729e+001
 5.116033554077e+000; 8.598272656250e+004; 6.586000061035e+001
 5.117989540100e+000; 8.600561718750e+004; 6.587999725342e+001
 5.119797229767e+000; 8.602922656250e+004; 6.590000152588e+001
 5.121703624725e+000; 8.605283593750e+004; 6.591999816895e+001
 5.123585700989e+000; 8.607572656250e+004; 6.594000244141e+001
 5.125417709351e+000; 8.609825781250e+004; 6.595999908447e+001
 5.127349376678e+000; 8.611971875000e+004; 6.598000335693e+001
 5.129181385040e+000; 8.614225000000e+004; 6.600000000000e+001
 5.131063461304e+000; 8.616585937500e+004; 6.602000427246e+001
 5.132945060730e+000; 8.618910937500e+004; 6.604000091553e+001
 5.134851455688e+000; 8.621128906250e+004; 6.605999755859e+001
 5.136708736420e+000; 8.623382031250e+004; 6.608000183105e+001
 5.138541221619e+000; 8.625349218750e+004; 6.609999847412e+001
 5.140447616577e+000; 8.627280468750e+004; 6.612000274658e+001
 5.142280101776e+000; 8.629104687500e+004; 6.613999938965e+001
 5.144161701202e+000; 8.630892968750e+004; 6.616000366211e+001
 5.146018981934e+000; 8.632646093750e+004; 6.618000030518e+001
 5.147850990295e+000; 8.634541406250e+004; 6.619999694824e+001
 5.149806976318e+000; 8.636294531250e+004; 6.622000122070e+001
 5.151689052582e+000; 8.638010937500e+004; 6.623999786377e+001
 5.153570652008e+000; 8.639799218750e+004; 6.626000213623e+001
 5.155452728271e+000; 8.641516406250e+004; 6.627999877930e+001
 5.157309532166e+000; 8.643197656250e+004; 6.630000305176e+001
 5.159191608429e+000; 8.644950000000e+004; 6.631999969482e+001
 5.161048412323e+000; 8.646810156250e+004; 6.634000396729e+001
 5.162930488586e+000; 8.648848437500e+004; 6.636000061035e+001
 5.164762496948e+000; 8.651030468750e+004; 6.637999725342e+001
 5.166669368744e+000; 8.653284375000e+004; 6.640000152588e+001
 5.168600559235e+000; 8.655573437500e+004; 6.641999816895e+001
 5.170408248901e+000; 8.657826562500e+004; 6.644000244141e+001
 5.172314643860e+000; 8.660008593750e+004; 6.645999908447e+001
 5.174171924591e+000; 8.662225781250e+004; 6.648000335693e+001
 5.176003932953e+000; 8.664443750000e+004; 6.650000000000e+001
 5.177935123444e+000; 8.666768750000e+004; 6.652000427246e+001
 5.179742813110e+000; 8.669093750000e+004; 6.654000091553e+001
 5.181649208069e+000; 8.671418750000e+004; 6.655999755859e+001
 5.183531284332e+000; 8.673671875000e+004; 6.658000183105e+001
 5.185412883759e+000; 8.675996875000e+004; 6.659999847412e+001
 5.187319755554e+000; 8.678142968750e+004; 6.662000274658e+001
 5.189151763916e+000; 8.680038281250e+004; 6.663999938965e+001
 5.191058635712e+000; 8.682113281250e+004; 6.666000366211e+001
 5.192890644073e+000; 8.684044531250e+004; 6.668000030518e+001
 5.194797515869e+000; 8.685653906250e+004; 6.669999694824e+001
 5.196679115295e+000; 8.687335156250e+004; 6.672000122070e+001
 5.198486804962e+000; 8.689338281250e+004; 6.673999786377e+001
 5.200442790985e+000; 8.691019531250e+004; 6.676000213623e+001
 5.202324867249e+000; 8.692557031250e+004; 6.677999877930e+001
 5.204181671143e+000; 8.694489062500e+004; 6.680000305176e+001
 5.206063270569e+000; 8.696241406250e+004; 6.681999969482e+001
 5.207895755768e+000; 8.697779687500e+004; 6.684000396729e+001
 5.209802150726e+000; 8.699675000000e+004; 6.686000061035e+001
 5.211634635925e+000; 8.701606250000e+004; 6.687999725342e+001
 5.213516712189e+000; 8.703502343750e+004; 6.690000152588e+001
 5.215348720551e+000; 8.705863281250e+004; 6.691999816895e+001
 5.217255115509e+000; 8.708116406250e+004; 6.694000244141e+001
 5.219211578369e+000; 8.710584375000e+004; 6.695999908447e+001
 5.221018791199e+000; 8.712945312500e+004; 6.698000335693e+001
 5.222925662994e+000; 8.715556250000e+004; 6.700000000000e+001
 5.224832057953e+000; 8.717738281250e+004; 6.702000427246e+001
 5.226639747620e+000; 8.720385156250e+004; 6.704000091553e+001
 5.228570938110e+000; 8.722531250000e+004; 6.705999755859e+001
 5.230403423309e+000; 8.725213281250e+004; 6.708000183105e+001
 5.232260227203e+000; 8.727431250000e+004; 6.709999847412e+001
 5.234191894531e+000; 8.730006250000e+004; 6.712000274658e+001
 5.236048698425e+000; 8.732152343750e+004; 6.713999938965e+001
 5.237930774689e+000; 8.734656250000e+004; 6.716000366211e+001
 5.239787578583e+000; 8.736516406250e+004; 6.718000030518e+001
 5.241669178009e+000; 8.738733593750e+004; 6.719999694824e+001
 5.243501663208e+000; 8.740521875000e+004; 6.722000122070e+001
 5.245383739471e+000; 8.742453906250e+004; 6.723999786377e+001
 5.247265338898e+000; 8.744313281250e+004; 6.726000213623e+001
 5.249073028564e+000; 8.746245312500e+004; 6.727999877930e+001
 5.251053810120e+000; 8.747961718750e+004; 6.730000305176e+001
 5.252910614014e+000; 8.749893750000e+004; 6.731999969482e+001
 5.254792690277e+000; 8.751646093750e+004; 6.734000396729e+001
 5.256674289703e+000; 8.753184375000e+004; 6.736000061035e+001
 5.258531570435e+000; 8.755115625000e+004; 6.737999725342e+001
 5.260413169861e+000; 8.756760937500e+004; 6.740000152588e+001
 5.262270450592e+000; 8.758477343750e+004; 6.741999816895e+001
 5.264152050018e+000; 8.760623437500e+004; 6.744000244141e+001
 5.266009330750e+000; 8.762698437500e+004; 6.745999908447e+001
 5.267890930176e+000; 8.764629687500e+004; 6.748000335693e+001
 5.269846916199e+000; 8.767061718750e+004; 6.750000000000e+001
 5.271654605865e+000; 8.769386718750e+004; 6.752000427246e+001
 5.273536205292e+000; 8.771389843750e+004; 6.754000091553e+001
 5.275418281555e+000; 8.773678906250e+004; 6.755999755859e+001
 5.277250766754e+000; 8.776003906250e+004; 6.758000183105e+001
 5.279157161713e+000; 8.778257812500e+004; 6.759999847412e+001
 5.280989646912e+000; 8.780510937500e+004; 6.762000274658e+001
 5.282871246338e+000; 8.782978906250e+004; 6.763999938965e+001
 5.284752845764e+000; 8.785267968750e+004; 6.766000366211e+001
 5.286659717560e+000; 8.787485937500e+004; 6.768000030518e+001
 5.288566112518e+000; 8.789596093750e+004; 6.769999694824e+001
 5.290398597717e+000; 8.791599218750e+004; 6.772000122070e+001
 5.292304992676e+000; 8.793601562500e+004; 6.773999786377e+001
 5.294137477875e+000; 8.795425781250e+004; 6.776000213623e+001
 5.296019077301e+000; 8.797142968750e+004; 6.777999877930e+001
 5.297925949097e+000; 8.798824218750e+004; 6.780000305176e+001
 5.299733161926e+000; 8.800540625000e+004; 6.781999969482e+001
 5.301689147949e+000; 8.802042968750e+004; 6.784000396729e+001
 5.303571224213e+000; 8.803688281250e+004; 6.786000061035e+001
 5.305403709412e+000; 8.805405468750e+004; 6.787999725342e+001
 5.307310104370e+000; 8.807086718750e+004; 6.790000152588e+001
 5.309142112732e+000; 8.808732031250e+004; 6.791999816895e+001
 5.311024188995e+000; 8.810556250000e+004; 6.794000244141e+001
 5.312880992889e+000; 8.812308593750e+004; 6.795999908447e+001
 5.314738273621e+000; 8.814347656250e+004; 6.798000335693e+001
 5.316595554352e+000; 8.816564843750e+004; 6.800000000000e+001
 5.318477153778e+000; 8.818853906250e+004; 6.802000427246e+001
 5.320408344269e+000; 8.821250781250e+004; 6.804000091553e+001
 5.322265625000e+000; 8.823754687500e+004; 6.805999755859e+001
 5.324147224426e+000; 8.826186718750e+004; 6.808000183105e+001
 5.326054096222e+000; 8.828654687500e+004; 6.809999847412e+001
 5.327861309052e+000; 8.831122656250e+004; 6.812000274658e+001
 5.329792976379e+000; 8.833626562500e+004; 6.813999938965e+001
 5.331649780273e+000; 8.836130468750e+004; 6.816000366211e+001
 5.333507061005e+000; 8.838633593750e+004; 6.818000030518e+001
 5.335438251495e+000; 8.840958593750e+004; 6.819999694824e+001
 5.337295055389e+000; 8.843212500000e+004; 6.822000122070e+001
 5.339177131653e+000; 8.845501562500e+004; 6.823999786377e+001
 5.341009616852e+000; 8.847539843750e+004; 6.826000213623e+001
 5.342916011810e+000; 8.849507031250e+004; 6.827999877930e+001
 5.344748020172e+000; 8.851260156250e+004; 6.830000305176e+001
 5.346605300903e+000; 8.853119531250e+004; 6.831999969482e+001
 5.348511695862e+000; 8.854979687500e+004; 6.834000396729e+001
 5.350319385529e+000; 8.856982812500e+004; 6.836000061035e+001
 5.352275371552e+000; 8.858807031250e+004; 6.837999725342e+001
 5.354157447815e+000; 8.860702343750e+004; 6.840000152588e+001
 5.355989456177e+000; 8.862634375000e+004; 6.841999816895e+001
 5.357921123505e+000; 8.864422656250e+004; 6.844000244141e+001
 5.359753131866e+000; 8.866103906250e+004; 6.845999908447e+001
 5.361635208130e+000; 8.867928125000e+004; 6.848000335693e+001
 5.363516807556e+000; 8.870038281250e+004; 6.850000000000e+001
 5.365398883820e+000; 8.872005468750e+004; 6.852000427246e+001
 5.367255687714e+000; 8.874044531250e+004; 6.854000091553e+001
 5.369112968445e+000; 8.876333593750e+004; 6.855999755859e+001
 5.371068954468e+000; 8.878729687500e+004; 6.858000183105e+001
 5.372876644135e+000; 8.880875781250e+004; 6.859999847412e+001
 5.374783039093e+000; 8.883343750000e+004; 6.862000274658e+001
 5.376664638519e+000; 8.885596875000e+004; 6.863999938965e+001
 5.378472328186e+000; 8.887886718750e+004; 6.866000366211e+001
 5.380403518677e+000; 8.890210937500e+004; 6.868000030518e+001
 5.382236003876e+000; 8.892571875000e+004; 6.869999694824e+001
 5.384068489075e+000; 8.895075781250e+004; 6.872000122070e+001
 5.385999679565e+000; 8.897507812500e+004; 6.873999786377e+001
 5.387881278992e+000; 8.899939843750e+004; 6.876000213623e+001
 5.389788150787e+000; 8.902085937500e+004; 6.877999877930e+001
 5.391620159149e+000; 8.904410937500e+004; 6.880000305176e+001
 5.393527030945e+000; 8.906164062500e+004; 6.881999969482e+001
 5.395383834839e+000; 8.908310156250e+004; 6.884000396729e+001
 5.397241115570e+000; 8.909883593750e+004; 6.886000061035e+001
 5.399172306061e+000; 8.912029687500e+004; 6.887999725342e+001
 5.400955200195e+000; 8.913639062500e+004; 6.890000152588e+001
 5.402911186218e+000; 8.915606250000e+004; 6.891999816895e+001
 5.404792785645e+000; 8.917144531250e+004; 6.894000244141e+001
 5.406625270844e+000; 8.919147656250e+004; 6.895999908447e+001
 5.408531665802e+000; 8.920757031250e+004; 6.898000335693e+001
 5.410364151001e+000; 8.922545312500e+004; 6.900000000000e+001
 5.412245750427e+000; 8.924369531250e+004; 6.902000427246e+001
 5.414103031158e+000; 8.926265625000e+004; 6.904000091553e+001
 5.415935516357e+000; 8.928411718750e+004; 6.905999755859e+001
 5.417817115784e+000; 8.930700781250e+004; 6.908000183105e+001
 5.419698715210e+000; 8.933025781250e+004; 6.909999847412e+001
 5.421655178070e+000; 8.935493750000e+004; 6.912000274658e+001
 5.423487186432e+000; 8.938176562500e+004; 6.913999938965e+001
 5.425369262695e+000; 8.940500781250e+004; 6.916000366211e+001
 5.427275657654e+000; 8.942968750000e+004; 6.918000030518e+001
 5.429108142853e+000; 8.945723437500e+004; 6.919999694824e+001
 5.431039333344e+000; 8.947940625000e+004; 6.922000122070e+001
 5.432896614075e+000; 8.950229687500e+004; 6.923999786377e+001
 5.434728622437e+000; 8.952805468750e+004; 6.926000213623e+001
 5.436659812927e+000; 8.955094531250e+004; 6.927999877930e+001
 5.438517093658e+000; 8.957133593750e+004; 6.930000305176e+001
 5.440423488617e+000; 8.959386718750e+004; 6.931999969482e+001
 5.442255973816e+000; 8.961460937500e+004; 6.934000396729e+001
 5.444137573242e+000; 8.963392968750e+004; 6.936000061035e+001
 5.445970058441e+000; 8.965288281250e+004; 6.937999725342e+001
 5.447826862335e+000; 8.967112500000e+004; 6.940000152588e+001
 5.449733734131e+000; 8.969008593750e+004; 6.941999816895e+001
 5.451541423798e+000; 8.970903906250e+004; 6.944000244141e+001
 5.453497409821e+000; 8.972692187500e+004; 6.945999908447e+001
 5.455403804779e+000; 8.974588281250e+004; 6.948000335693e+001
 5.457236289978e+000; 8.976555468750e+004; 6.950000000000e+001
 5.459167480469e+000; 8.978450781250e+004; 6.952000427246e+001
 5.460999965668e+000; 8.980167968750e+004; 6.954000091553e+001
 5.462881565094e+000; 8.982028125000e+004; 6.955999755859e+001
 5.464738845825e+000; 8.983780468750e+004; 6.958000183105e+001
 5.466620445251e+000; 8.985675781250e+004; 6.959999847412e+001
 5.468502521515e+000; 8.987714843750e+004; 6.962000274658e+001
 5.470359325409e+000; 8.989896875000e+004; 6.963999938965e+001
 5.472290515900e+000; 8.992150000000e+004; 6.966000366211e+001
 5.474123001099e+000; 8.994475000000e+004; 6.968000030518e+001
 5.476004600525e+000; 8.996764062500e+004; 6.969999694824e+001
 5.477886676788e+000; 8.999053125000e+004; 6.972000122070e+001
 5.479694366455e+000; 9.001414062500e+004; 6.973999786377e+001
 5.481625556946e+000; 9.003667187500e+004; 6.976000213623e+001
 5.483482360840e+000; 9.005992187500e+004; 6.977999877930e+001
 5.485290050507e+000; 9.008460156250e+004; 6.980000305176e+001
 5.487221240997e+000; 9.010821093750e+004; 6.981999969482e+001
 5.489103317261e+000; 9.013146093750e+004; 6.984000396729e+001
 5.491009712219e+000; 9.015435156250e+004; 6.986000061035e+001
 5.492866992950e+000; 9.017509375000e+004; 6.987999725342e+001
 5.494748592377e+000; 9.019405468750e+004; 6.990000152588e+001
 5.496605873108e+000; 9.021372656250e+004; 6.991999816895e+001
 5.498487472534e+000; 9.023160937500e+004; 6.994000244141e+001
 5.500393867493e+000; 9.025128125000e+004; 6.995999908447e+001
 5.502176761627e+000; 9.027131250000e+004; 6.998000335693e+001
 5.504132747650e+000; 9.029098437500e+004; 7.000000000000e+001
 5.506039619446e+000; 9.030815625000e+004; 7.002000427246e+001
 5.507846832275e+000; 9.032675000000e+004; 7.004000091553e+001
 5.509778499603e+000; 9.034392187500e+004; 7.005999755859e+001
 5.511610507965e+000; 9.036180468750e+004; 7.008000183105e+001
 5.513492584229e+000; 9.038040625000e+004; 7.009999847412e+001
 5.515374183655e+000; 9.039864843750e+004; 7.012000274658e+001
 5.517181873322e+000; 9.041903125000e+004; 7.013999938965e+001
 5.519063472748e+000; 9.044228125000e+004; 7.016000366211e+001
 5.520920753479e+000; 9.046482031250e+004; 7.018000030518e+001
 5.522876739502e+000; 9.048771093750e+004; 7.019999694824e+001
 5.524734020233e+000; 9.051382031250e+004; 7.022000122070e+001
 5.526590824127e+000; 9.054064843750e+004; 7.023999786377e+001
 5.528522491455e+000; 9.056353906250e+004; 7.026000213623e+001
 5.530329704285e+000; 9.058821875000e+004; 7.027999877930e+001
 5.532260894775e+000; 9.061575781250e+004; 7.030000305176e+001
 5.534118175507e+000; 9.064007812500e+004; 7.031999969482e+001
 5.535950660706e+000; 9.066511718750e+004; 7.034000396729e+001
 5.537906646729e+000; 9.069122656250e+004; 7.036000061035e+001
 5.539738655090e+000; 9.071340625000e+004; 7.037999725342e+001
 5.541645526886e+000; 9.073701562500e+004; 7.040000152588e+001
 5.543477535248e+000; 9.075882812500e+004; 7.041999816895e+001
 5.545359611511e+000; 9.078028906250e+004; 7.044000244141e+001
 5.547216415405e+000; 9.079960937500e+004; 7.045999908447e+001
 5.549073696136e+000; 9.082142187500e+004; 7.048000335693e+001
 5.550980091095e+000; 9.083966406250e+004; 7.050000000000e+001
 5.552787780762e+000; 9.086077343750e+004; 7.052000427246e+001
 5.554718971252e+000; 9.087972656250e+004; 7.054000091553e+001
 5.556601047516e+000; 9.089903906250e+004; 7.055999755859e+001
 5.558457851410e+000; 9.091800000000e+004; 7.058000183105e+001
 5.560389518738e+000; 9.093660156250e+004; 7.059999847412e+001
 5.562221527100e+000; 9.095519531250e+004; 7.062000274658e+001
 5.564103603363e+000; 9.097451562500e+004; 7.063999938965e+001
 5.565985202789e+000; 9.099310937500e+004; 7.066000366211e+001
 5.567842483521e+000; 9.101528906250e+004; 7.068000030518e+001
 5.569699287415e+000; 9.103639062500e+004; 7.069999694824e+001
 5.571581363678e+000; 9.105964062500e+004; 7.072000122070e+001
 5.573512554169e+000; 9.108181250000e+004; 7.073999786377e+001
 5.575369358063e+000; 9.110685156250e+004; 7.076000213623e+001
 5.577226638794e+000; 9.113010156250e+004; 7.077999877930e+001
 5.579133033752e+000; 9.115371093750e+004; 7.080000305176e+001
 5.580940723419e+000; 9.117767187500e+004; 7.081999969482e+001
 5.582847118378e+000; 9.120200000000e+004; 7.084000396729e+001
 5.584704399109e+000; 9.122560156250e+004; 7.086000061035e+001
 5.586511611938e+000; 9.124992187500e+004; 7.087999725342e+001
 5.588468074799e+000; 9.127675000000e+004; 7.090000152588e+001
 5.590324878693e+000; 9.129964062500e+004; 7.091999816895e+001
 5.592231750488e+000; 9.132217968750e+004; 7.094000244141e+001
 5.594088554382e+000; 9.134542968750e+004; 7.095999908447e+001
 5.595970630646e+000; 9.136653125000e+004; 7.098000335693e+001
 5.597852230072e+000; 9.138477343750e+004; 7.100000000000e+001
 5.599709510803e+000; 9.140265625000e+004; 7.102000427246e+001
 5.601615905762e+000; 9.142268750000e+004; 7.104000091553e+001
 5.603423595428e+000; 9.144200000000e+004; 7.105999755859e+001
 5.605354785919e+000; 9.145988281250e+004; 7.108000183105e+001
 5.607261180878e+000; 9.147740625000e+004; 7.109999847412e+001
 5.609093666077e+000; 9.149600781250e+004; 7.112000274658e+001
 5.611000061035e+000; 9.151246093750e+004; 7.113999938965e+001
 5.612832546234e+000; 9.152927343750e+004; 7.116000366211e+001
 5.614714145660e+000; 9.154715625000e+004; 7.118000030518e+001
 5.616596221924e+000; 9.156682812500e+004; 7.119999694824e+001
 5.618428230286e+000; 9.158792968750e+004; 7.122000122070e+001
 5.620310306549e+000; 9.161082812500e+004; 7.123999786377e+001
 5.622167110443e+000; 9.163300000000e+004; 7.126000213623e+001
 5.624098777771e+000; 9.165660937500e+004; 7.127999877930e+001
 5.625980377197e+000; 9.168092968750e+004; 7.130000305176e+001
 5.627837657928e+000; 9.170560937500e+004; 7.131999969482e+001
 5.629744052887e+000; 9.173064843750e+004; 7.134000396729e+001
 5.631576538086e+000; 9.175675781250e+004; 7.136000061035e+001
 5.633482933044e+000; 9.178250781250e+004; 7.137999725342e+001
 5.635364532471e+000; 9.180862500000e+004; 7.140000152588e+001
 5.637197017670e+000; 9.183401562500e+004; 7.141999816895e+001
 5.639128208160e+000; 9.185869531250e+004; 7.144000244141e+001
 5.640985488892e+000; 9.188158593750e+004; 7.145999908447e+001
 5.642891883850e+000; 9.190483593750e+004; 7.148000335693e+001
 5.644724369049e+000; 9.192593750000e+004; 7.150000000000e+001
 5.646605968475e+000; 9.194704687500e+004; 7.152000427246e+001
 5.648463249207e+000; 9.196635937500e+004; 7.154000091553e+001
 5.650295257568e+000; 9.198567187500e+004; 7.155999755859e+001
 5.652202129364e+000; 9.200499218750e+004; 7.158000183105e+001
 5.654009342194e+000; 9.202394531250e+004; 7.159999847412e+001
 5.655941009521e+000; 9.204254687500e+004; 7.162000274658e+001
 5.657872200012e+000; 9.206185937500e+004; 7.163999938965e+001
 5.659679889679e+000; 9.208117187500e+004; 7.166000366211e+001
 5.661611080170e+000; 9.210013281250e+004; 7.168000030518e+001
 5.663468360901e+000; 9.211908593750e+004; 7.169999694824e+001
 5.665349960327e+000; 9.213768750000e+004; 7.172000122070e+001
 5.667206764221e+000; 9.215592968750e+004; 7.173999786377e+001
 5.669064044952e+000; 9.217560156250e+004; 7.176000213623e+001
 5.670945644379e+000; 9.219742187500e+004; 7.177999877930e+001
 5.672827720642e+000; 9.222138281250e+004; 7.180000305176e+001
 5.674758911133e+000; 9.224499218750e+004; 7.181999969482e+001
 5.676616191864e+000; 9.227003125000e+004; 7.184000396729e+001
 5.678472995758e+000; 9.229542187500e+004; 7.186000061035e+001
 5.680379867554e+000; 9.231975000000e+004; 7.187999725342e+001
 5.682187080383e+000; 9.234121093750e+004; 7.190000152588e+001
 5.684093952179e+000; 9.236553125000e+004; 7.191999816895e+001
 5.685950756073e+000; 9.239200000000e+004; 7.194000244141e+001
 5.687758445740e+000; 9.241525000000e+004; 7.195999908447e+001
 5.689689636230e+000; 9.243957031250e+004; 7.198000335693e+001
 5.691571712494e+000; 9.246603906250e+004; 7.200000000000e+001
 5.693478107452e+000; 9.249000000000e+004; 7.202000427246e+001
 5.695335388184e+000; 9.251110937500e+004; 7.204000091553e+001
 5.697216987610e+000; 9.253328125000e+004; 7.205999755859e+001
 5.699098587036e+000; 9.255259375000e+004; 7.208000183105e+001
 5.700931072235e+000; 9.257191406250e+004; 7.209999847412e+001
 5.702837467194e+000; 9.259086718750e+004; 7.212000274658e+001
 5.704645156860e+000; 9.261196875000e+004; 7.213999938965e+001
 5.706576347351e+000; 9.263057031250e+004; 7.216000366211e+001
 5.708508014679e+000; 9.265131250000e+004; 7.218000030518e+001
 5.710315227509e+000; 9.266920312500e+004; 7.219999694824e+001
 5.712246894836e+000; 9.268922656250e+004; 7.222000122070e+001
 5.714078903198e+000; 9.270568750000e+004; 7.223999786377e+001
 5.715936183929e+000; 9.272607031250e+004; 7.226000213623e+001
 5.717817783356e+000; 9.274467187500e+004; 7.227999877930e+001
 5.719650268555e+000; 9.276613281250e+004; 7.230000305176e+001
 5.721531867981e+000; 9.278795312500e+004; 7.231999969482e+001
 5.723389148712e+000; 9.281334375000e+004; 7.234000396729e+001
 5.725320339203e+000; 9.283659375000e+004; 7.236000061035e+001
 5.727202415466e+000; 9.286413281250e+004; 7.237999725342e+001
 5.729059219360e+000; 9.288881250000e+004; 7.240000152588e+001
 5.730965614319e+000; 9.291564062500e+004; 7.241999816895e+001
 5.732822895050e+000; 9.294139843750e+004; 7.244000244141e+001
 5.734704494476e+000; 9.296750781250e+004; 7.245999908447e+001
 5.736586570740e+000; 9.299289843750e+004; 7.248000335693e+001
 5.738418579102e+000; 9.302115625000e+004; 7.250000000000e+001
 5.740350246429e+000; 9.304583593750e+004; 7.252000427246e+001
 5.742207050323e+000; 9.307051562500e+004; 7.254000091553e+001
 5.744113922119e+000; 9.309698437500e+004; 7.255999755859e+001
 5.745970726013e+000; 9.311808593750e+004; 7.258000183105e+001
 5.747803211212e+000; 9.313919531250e+004; 7.259999847412e+001
 5.749684810638e+000; 9.316243750000e+004; 7.262000274658e+001
 5.751542091370e+000; 9.318139843750e+004; 7.263999938965e+001
 5.753423690796e+000; 9.320000000000e+004; 7.266000366211e+001
 5.755231380463e+000; 9.322146093750e+004; 7.268000030518e+001
 5.757162570953e+000; 9.324256250000e+004; 7.269999694824e+001
 5.759094238281e+000; 9.326187500000e+004; 7.272000122070e+001
 5.760926246643e+000; 9.328118750000e+004; 7.273999786377e+001
 5.762857437134e+000; 9.330121875000e+004; 7.276000213623e+001
 5.764689922333e+000; 9.332017968750e+004; 7.277999877930e+001
 5.766571521759e+000; 9.333949218750e+004; 7.280000305176e+001
 5.768453598022e+000; 9.335916406250e+004; 7.281999969482e+001
 5.770286083221e+000; 9.338134375000e+004; 7.284000396729e+001
 5.772167682648e+000; 9.340459375000e+004; 7.286000061035e+001
 5.774049282074e+000; 9.342712500000e+004; 7.287999725342e+001
 5.775956153870e+000; 9.344965625000e+004; 7.290000152588e+001
 5.777837753296e+000; 9.347290625000e+004; 7.291999816895e+001
 5.779695034027e+000; 9.349615625000e+004; 7.294000244141e+001
 5.781601428986e+000; 9.351904687500e+004; 7.295999908447e+001
 5.783409118652e+000; 9.354372656250e+004; 7.298000335693e+001
 5.785290718079e+000; 9.356804687500e+004; 7.300000000000e+001
 5.787172794342e+000; 9.359273437500e+004; 7.302000427246e+001
 5.789004802704e+000; 9.361848437500e+004; 7.304000091553e+001
 5.790936470032e+000; 9.364459375000e+004; 7.305999755859e+001
 5.792793273926e+000; 9.366891406250e+004; 7.308000183105e+001
 5.794700145721e+000; 9.369324218750e+004; 7.309999847412e+001
 5.796581745148e+000; 9.371577343750e+004; 7.312000274658e+001
 5.798438549042e+000; 9.373759375000e+004; 7.313999938965e+001
 5.800320625305e+000; 9.375797656250e+004; 7.316000366211e+001
 5.802177429199e+000; 9.377729687500e+004; 7.318000030518e+001
 5.804084300995e+000; 9.379732031250e+004; 7.319999694824e+001
 5.805916309357e+000; 9.381771093750e+004; 7.322000122070e+001
 5.807823181152e+000; 9.383667187500e+004; 7.323999786377e+001
 5.809729576111e+000; 9.385526562500e+004; 7.326000213623e+001
 5.811562061310e+000; 9.387314843750e+004; 7.327999877930e+001
 5.813468456268e+000; 9.389032031250e+004; 7.330000305176e+001
 5.815300941467e+000; 9.390713281250e+004; 7.331999969482e+001
 5.817182540894e+000; 9.392537500000e+004; 7.334000396729e+001
 5.819064617157e+000; 9.394396875000e+004; 7.336000061035e+001
 5.820871829987e+000; 9.396542968750e+004; 7.337999725342e+001
 5.822753906250e+000; 9.398832812500e+004; 7.340000152588e+001
 5.824635505676e+000; 9.401121875000e+004; 7.341999816895e+001
 5.826542377472e+000; 9.403446875000e+004; 7.344000244141e+001
 5.828448772430e+000; 9.406093750000e+004; 7.345999908447e+001
 5.830281257629e+000; 9.408632812500e+004; 7.348000335693e+001
 5.832187652588e+000; 9.411100781250e+004; 7.350000000000e+001
 5.834044456482e+000; 9.413747656250e+004; 7.352000427246e+001
 5.835926532745e+000; 9.416501562500e+004; 7.354000091553e+001
 5.837832927704e+000; 9.418862500000e+004; 7.355999755859e+001
 5.839640617371e+000; 9.421437500000e+004; 7.358000183105e+001
 5.841571807861e+000; 9.424228125000e+004; 7.359999847412e+001
 5.843453884125e+000; 9.426696093750e+004; 7.362000274658e+001
 5.845360279083e+000; 9.429056250000e+004; 7.363999938965e+001
 5.847192764282e+000; 9.431632031250e+004; 7.366000366211e+001
 5.849049568176e+000; 9.433778125000e+004; 7.368000030518e+001
 5.850931644440e+000; 9.435780468750e+004; 7.369999694824e+001
 5.852763652802e+000; 9.437891406250e+004; 7.372000122070e+001
 5.854645729065e+000; 9.439894531250e+004; 7.373999786377e+001
 5.856477737427e+000; 9.442039843750e+004; 7.376000213623e+001
 5.858384609222e+000; 9.444078906250e+004; 7.377999877930e+001
 5.860315799713e+000; 9.446332031250e+004; 7.380000305176e+001
 5.862173080444e+000; 9.448264062500e+004; 7.381999969482e+001
 5.864079475403e+000; 9.450446093750e+004; 7.384000396729e+001
 5.865936279297e+000; 9.452198437500e+004; 7.386000061035e+001
 5.867793560028e+000; 9.454451562500e+004; 7.387999725342e+001
 5.869699954987e+000; 9.456239843750e+004; 7.390000152588e+001
 5.871532440186e+000; 9.458528906250e+004; 7.391999816895e+001
 5.873414039612e+000; 9.460675000000e+004; 7.394000244141e+001
 5.875271320343e+000; 9.463214843750e+004; 7.395999908447e+001
 5.877177715302e+000; 9.465396875000e+004; 7.398000335693e+001
 5.879084587097e+000; 9.468043750000e+004; 7.400000000000e+001
