$Y:\mLB_TP2\08_Projektbearbeitung\utg\Pruefung\Druckproben\Druckversuch_DIN50106.zs2
Vorkraft                                500 N
Prüfgeschwindigkeit                     0.0067 1/s
Durchmesser                             9.95 mm
Probenhoehe                             13.99 mm
$
         Standardweg;       Standardkraft;           Pruefzeit
 3.206512331963e-001; 5.378078613281e+003; 1.470000076294e+001
 3.225578069687e-001; 5.403116210938e+003; 1.472000026703e+001
 3.244148492813e-001; 5.427795898438e+003; 1.474000072479e+001
 3.262966573238e-001; 5.452833496094e+003; 1.476000022888e+001
 3.282032310963e-001; 5.477513671875e+003; 1.478000068665e+001
 3.300107717514e-001; 5.503266601563e+003; 1.480000019073e+001
 3.319421112537e-001; 5.529019531250e+003; 1.482000064850e+001
 3.338239192963e-001; 5.554772460938e+003; 1.484000015259e+001
 3.356809616089e-001; 5.580167968750e+003; 1.486000061035e+001
 3.375875353813e-001; 5.605562988281e+003; 1.488000106812e+001
 3.393950760365e-001; 5.631673828125e+003; 1.490000057220e+001
 3.413016498089e-001; 5.657784179688e+003; 1.492000102997e+001
 3.431339561939e-001; 5.684252929688e+003; 1.494000053406e+001
 3.449909985065e-001; 5.711793945313e+003; 1.496000099182e+001
 3.468728065491e-001; 5.738977539063e+003; 1.498000049591e+001
 3.487298786640e-001; 5.766876953125e+003; 1.500000095367e+001
 3.506612181664e-001; 5.793702636719e+003; 1.502000045776e+001
 3.525430262089e-001; 5.821959472656e+003; 1.504000091553e+001
 3.544248342514e-001; 5.849143066406e+003; 1.506000041962e+001
 3.563066422939e-001; 5.877042480469e+003; 1.508000087738e+001
 3.581389486790e-001; 5.904941406250e+003; 1.510000038147e+001
 3.600702881813e-001; 5.934628906250e+003; 1.512000083923e+001
 3.619273304939e-001; 5.964673828125e+003; 1.514000034332e+001
 3.637596070766e-001; 5.996149902344e+003; 1.516000080109e+001
 3.656909465790e-001; 6.029056152344e+003; 1.518000030518e+001
 3.675480186939e-001; 6.062678222656e+003; 1.520000076294e+001
 3.694545924664e-001; 6.095942382813e+003; 1.522000026703e+001
 3.712868690491e-001; 6.128849121094e+003; 1.524000072479e+001
 3.731686770916e-001; 6.162113281250e+003; 1.526000022888e+001
 3.750257492065e-001; 6.195377441406e+003; 1.528000068665e+001
 3.768827915192e-001; 6.227568847656e+003; 1.530000019073e+001
 3.787645995617e-001; 6.260117675781e+003; 1.532000064850e+001
 3.805721402168e-001; 6.293739746094e+003; 1.534000015259e+001
 3.825034797192e-001; 6.328077148438e+003; 1.536000061035e+001
 3.844100534916e-001; 6.361698730469e+003; 1.538000106812e+001
 3.862670958042e-001; 6.397466796875e+003; 1.540000057220e+001
 3.881736695766e-001; 6.435380859375e+003; 1.542000102997e+001
 3.900059759617e-001; 6.475798828125e+003; 1.544000053406e+001
 3.919125497341e-001; 6.519793457031e+003; 1.546000099182e+001
 3.937943577766e-001; 6.568080566406e+003; 1.548000049591e+001
 3.956514298916e-001; 6.622089843750e+003; 1.550000095367e+001
 3.975084722042e-001; 6.680749511719e+003; 1.552000045776e+001
 3.993902802467e-001; 6.743701171875e+003; 1.554000091553e+001
 4.013216197491e-001; 6.810587402344e+003; 1.556000041962e+001
 4.031786620617e-001; 6.881765625000e+003; 1.558000087738e+001
 4.050357341766e-001; 6.956878417969e+003; 1.560000038147e+001
 4.069175422192e-001; 7.037714355469e+003; 1.562000083923e+001
 4.087250828743e-001; 7.122842285156e+003; 1.564000034332e+001
 4.106564223766e-001; 7.213692871094e+003; 1.566000080109e+001
 4.124886989594e-001; 7.312770507813e+003; 1.568000030518e+001
 4.143457412720e-001; 7.417928222656e+003; 1.570000076294e+001
 4.162770807743e-001; 7.529524414063e+003; 1.572000026703e+001
 4.181341528893e-001; 7.647559082031e+003; 1.574000072479e+001
 4.200407266617e-001; 7.770243164063e+003; 1.576000022888e+001
 4.218977689743e-001; 7.895073730469e+003; 1.578000068665e+001
 4.237795770168e-001; 8.023123046875e+003; 1.580000019073e+001
 4.256614148617e-001; 8.151172851563e+003; 1.582000064850e+001
 4.275184571743e-001; 8.281368164063e+003; 1.584000015259e+001
 4.294250309467e-001; 8.411921875000e+003; 1.586000061035e+001
 4.312325716019e-001; 8.544262695313e+003; 1.588000106812e+001
 4.331638813019e-001; 8.676247070313e+003; 1.590000057220e+001
 4.350457191467e-001; 8.808946289063e+003; 1.592000102997e+001
 4.369027614594e-001; 8.940214843750e+003; 1.594000053406e+001
 4.388093352318e-001; 9.073629882813e+003; 1.596000099182e+001
 4.406416416168e-001; 9.205971679688e+003; 1.598000049591e+001
 4.424986839294e-001; 9.339744140625e+003; 1.600000000000e+001
 4.443804919720e-001; 9.474947265625e+003; 1.602000045776e+001
 4.462127983570e-001; 9.611938476563e+003; 1.604000091553e+001
 4.480946063995e-001; 9.750360351563e+003; 1.606000137329e+001
 4.499764144421e-001; 9.892001953125e+003; 1.607999992371e+001
 4.519077539444e-001; 1.003400097656e+004; 1.610000038147e+001
 4.537647962570e-001; 1.017886132813e+004; 1.612000083923e+001
 4.556466341019e-001; 1.032372167969e+004; 1.614000129700e+001
 4.575284421444e-001; 1.047144335938e+004; 1.615999984741e+001
 4.593854844570e-001; 1.061880761719e+004; 1.618000030518e+001
 4.613168239594e-001; 1.076867578125e+004; 1.620000076294e+001
 4.631491303444e-001; 1.091854394531e+004; 1.622000122070e+001
 4.650061726570e-001; 1.107127343750e+004; 1.623999977112e+001
 4.669375121593e-001; 1.122292968750e+004; 1.626000022888e+001
 4.687697887421e-001; 1.137422851563e+004; 1.628000068665e+001
 4.706763625145e-001; 1.152624218750e+004; 1.630000114441e+001
 4.725334346294e-001; 1.167825683594e+004; 1.631999969482e+001
 4.743904769421e-001; 1.182883984375e+004; 1.634000015259e+001
 4.762475490570e-001; 1.197942285156e+004; 1.636000061035e+001
 4.781045913696e-001; 1.212929101563e+004; 1.638000106812e+001
 4.799863994122e-001; 1.227915917969e+004; 1.640000152588e+001
 4.818187057972e-001; 1.242902734375e+004; 1.642000007629e+001
 4.837500452995e-001; 1.257961035156e+004; 1.644000053406e+001
 4.856318533421e-001; 1.272947851563e+004; 1.646000099182e+001
 4.874888956547e-001; 1.288041894531e+004; 1.648000144958e+001
 4.894202351570e-001; 1.302957226563e+004; 1.650000000000e+001
 4.912277758121e-001; 1.317872460938e+004; 1.652000045776e+001
 4.931591153145e-001; 1.332787695313e+004; 1.654000091553e+001
 4.950161576271e-001; 1.347738769531e+004; 1.656000137329e+001
 4.968731999397e-001; 1.362689746094e+004; 1.657999992371e+001
 4.987550079823e-001; 1.377962695313e+004; 1.660000038147e+001
 5.006368160248e-001; 1.393128320313e+004; 1.662000083923e+001
 5.025433897972e-001; 1.408472851563e+004; 1.664000129700e+001
 5.044004917145e-001; 1.423853125000e+004; 1.665999984741e+001
 5.062822699547e-001; 1.439483691406e+004; 1.668000030518e+001
 5.081641077995e-001; 1.455042773438e+004; 1.670000076294e+001
 5.099716186523e-001; 1.470744921875e+004; 1.672000122070e+001
 5.119029879570e-001; 1.486447070313e+004; 1.673999977112e+001
 5.137352347374e-001; 1.502220800781e+004; 1.676000022888e+001
 5.155675411224e-001; 1.518101757813e+004; 1.678000068665e+001
 5.174989104271e-001; 1.533982812500e+004; 1.680000114441e+001
 5.193559527397e-001; 1.549935351563e+004; 1.681999969482e+001
 5.212872624397e-001; 1.565995214844e+004; 1.684000015259e+001
 5.231443047523e-001; 1.581947753906e+004; 1.686000061035e+001
 5.250013470650e-001; 1.597757128906e+004; 1.688000106812e+001
 5.268831849098e-001; 1.613638183594e+004; 1.690000152588e+001
 5.287402272224e-001; 1.629411816406e+004; 1.692000007629e+001
 5.306468009949e-001; 1.645221289063e+004; 1.694000053406e+001
 5.324791073799e-001; 1.661030859375e+004; 1.696000099182e+001
 5.344104766846e-001; 1.676875976563e+004; 1.698000144958e+001
 5.362922549248e-001; 1.692649804688e+004; 1.700000000000e+001
 5.381492972374e-001; 1.708280273438e+004; 1.702000045776e+001
 5.400558710098e-001; 1.723875195313e+004; 1.704000091553e+001
 5.418634414673e-001; 1.739470117188e+004; 1.706000137329e+001
 5.437452197075e-001; 1.755100585938e+004; 1.707999992371e+001
 5.456270575523e-001; 1.770588281250e+004; 1.710000038147e+001
 5.474345684052e-001; 1.786397656250e+004; 1.712000083923e+001
 5.493164062500e-001; 1.802314453125e+004; 1.714000129700e+001
 5.511981844902e-001; 1.818338476563e+004; 1.715999984741e+001
 5.531295537949e-001; 1.834505664063e+004; 1.718000030518e+001
 5.549865961075e-001; 1.850851562500e+004; 1.720000076294e+001
 5.568684339523e-001; 1.867233398438e+004; 1.722000122070e+001
 5.587750077248e-001; 1.883829687500e+004; 1.723999977112e+001
 5.606072545052e-001; 1.900426171875e+004; 1.726000022888e+001
 5.625386238098e-001; 1.917022460938e+004; 1.728000068665e+001
 5.643956661224e-001; 1.933904882813e+004; 1.730000114441e+001
 5.662279725075e-001; 1.950858984375e+004; 1.731999969482e+001
 5.681592822075e-001; 1.967634179688e+004; 1.734000015259e+001
 5.699915885925e-001; 1.984552539063e+004; 1.736000061035e+001
 5.719228982925e-001; 2.001506445313e+004; 1.738000106812e+001
 5.737552046776e-001; 2.018281640625e+004; 1.740000152588e+001
 5.756122469902e-001; 2.035056835938e+004; 1.742000007629e+001
 5.774940848351e-001; 2.051724804688e+004; 1.744000053406e+001
 5.793263912201e-001; 2.068142382813e+004; 1.746000099182e+001
 5.812329649925e-001; 2.084631445313e+004; 1.748000144958e+001
 5.830404758453e-001; 2.101048828125e+004; 1.750000000000e+001
 5.849470496178e-001; 2.117430664063e+004; 1.752000045776e+001
 5.868784189224e-001; 2.133740820313e+004; 1.754000091553e+001
 5.887106657028e-001; 2.150265625000e+004; 1.756000137329e+001
 5.906420350075e-001; 2.166611718750e+004; 1.757999992371e+001
 5.924743413925e-001; 2.182814648438e+004; 1.760000038147e+001
 5.943809151649e-001; 2.199053320313e+004; 1.762000083923e+001
 5.962626934052e-001; 2.215291992188e+004; 1.764000129700e+001
 5.980949997902e-001; 2.231458984375e+004; 1.765999984741e+001
 5.999768376350e-001; 2.247840820313e+004; 1.768000030518e+001
 6.018338799477e-001; 2.264294140625e+004; 1.770000076294e+001
 6.037651896477e-001; 2.280675781250e+004; 1.772000122070e+001
 6.056470274925e-001; 2.297236523438e+004; 1.773999977112e+001
 6.075040698051e-001; 2.313832812500e+004; 1.776000022888e+001
 6.093859076500e-001; 2.330250390625e+004; 1.778000068665e+001
 6.111934185028e-001; 2.346775195313e+004; 1.780000114441e+001
 6.130999922752e-001; 2.363371484375e+004; 1.781999969482e+001
 6.149570345879e-001; 2.380003710938e+004; 1.784000015259e+001
 6.167893409729e-001; 2.396707226563e+004; 1.786000061035e+001
 6.187206506729e-001; 2.413589843750e+004; 1.788000106812e+001
 6.205777525902e-001; 2.430400781250e+004; 1.790000152588e+001
 6.225090622902e-001; 2.447104492188e+004; 1.792000007629e+001
 6.243661046028e-001; 2.463772265625e+004; 1.794000053406e+001
 6.262231469154e-001; 2.480189843750e+004; 1.796000099182e+001
 6.281297206879e-001; 2.496428515625e+004; 1.798000144958e+001
 6.299868226051e-001; 2.512452539063e+004; 1.800000000000e+001
 6.318686008453e-001; 2.528440820313e+004; 1.802000045776e+001
 6.337009072304e-001; 2.544142968750e+004; 1.804000091553e+001
 6.356322169304e-001; 2.559737890625e+004; 1.806000137329e+001
 6.375387907028e-001; 2.575189648438e+004; 1.807999992371e+001
 6.393710970879e-001; 2.590426757813e+004; 1.810000038147e+001
 6.412776708603e-001; 2.605342187500e+004; 1.812000083923e+001
 6.431099772453e-001; 2.619935546875e+004; 1.814000129700e+001
 6.449670195580e-001; 2.634350000000e+004; 1.815999984741e+001
 6.468488574028e-001; 2.648192187500e+004; 1.818000030518e+001
 6.486811041832e-001; 2.661783984375e+004; 1.820000076294e+001
 6.505629420280e-001; 2.674946679688e+004; 1.822000122070e+001
 6.524447798729e-001; 2.687608593750e+004; 1.823999977112e+001
 6.543513536453e-001; 2.699268945313e+004; 1.826000022888e+001
 6.562579274178e-001; 2.709999414063e+004; 1.828000068665e+001
 6.580901741982e-001; 2.719477929688e+004; 1.830000114441e+001
 6.599968075752e-001; 2.727525585938e+004; 1.831999969482e+001
 6.618538498878e-001; 2.733713476563e+004; 1.834000015259e+001
 6.637604236603e-001; 2.738291796875e+004; 1.836000061035e+001
 6.656174659729e-001; 2.741260546875e+004; 1.838000106812e+001
 6.674497723579e-001; 2.742548242188e+004; 1.840000152588e+001
 6.693810820580e-001; 2.742440820313e+004; 1.842000007629e+001
 6.712381243706e-001; 2.741224804688e+004; 1.844000053406e+001
 6.731446981430e-001; 2.739436328125e+004; 1.846000099182e+001
 6.750017404556e-001; 2.737290234375e+004; 1.848000144958e+001
 6.768340468407e-001; 2.735323046875e+004; 1.850000000000e+001
 6.787406206131e-001; 2.733749218750e+004; 1.852000045776e+001
 6.805729269981e-001; 2.732604687500e+004; 1.854000091553e+001
 6.824547648430e-001; 2.732068164063e+004; 1.856000137329e+001
 6.861935853958e-001; 2.732497460938e+004; 1.860000038147e+001
 6.881001591682e-001; 2.733176953125e+004; 1.862000083923e+001
 6.899572610855e-001; 2.734214257813e+004; 1.864000129700e+001
 6.918885707855e-001; 2.735537695313e+004; 1.865999984741e+001
 6.937208771706e-001; 2.736932617188e+004; 1.868000030518e+001
 6.956026554108e-001; 2.738506445313e+004; 1.870000076294e+001
 6.974844932556e-001; 2.740223242188e+004; 1.872000122070e+001
 6.993415355682e-001; 2.742333593750e+004; 1.873999977112e+001
 7.012233734131e-001; 2.744658593750e+004; 1.876000022888e+001
 7.030804157257e-001; 2.747198046875e+004; 1.878000068665e+001
 7.050117254257e-001; 2.750095312500e+004; 1.880000114441e+001
 7.068935632706e-001; 2.753314453125e+004; 1.881999969482e+001
 7.087506055832e-001; 2.756605078125e+004; 1.884000015259e+001
 7.106324434280e-001; 2.759931445313e+004; 1.886000061035e+001
 7.124647498131e-001; 2.763436718750e+004; 1.888000106812e+001
 7.143465280533e-001; 2.766941992188e+004; 1.890000152588e+001
 7.162035703659e-001; 2.770483007813e+004; 1.892000007629e+001
 7.180358767509e-001; 2.774202929688e+004; 1.894000053406e+001
 7.199919819832e-001; 2.778065820313e+004; 1.896000099182e+001
 7.218242883682e-001; 2.781964648438e+004; 1.898000144958e+001
 7.237555980682e-001; 2.785970507813e+004; 1.900000000000e+001
 7.256126403809e-001; 2.790012304688e+004; 1.902000045776e+001
 7.274449467659e-001; 2.794125781250e+004; 1.904000091553e+001
 7.293763160706e-001; 2.798203320313e+004; 1.906000137329e+001
 7.312333583832e-001; 2.802173437500e+004; 1.907999992371e+001
 7.331151366234e-001; 2.806286718750e+004; 1.910000038147e+001
 7.349722385406e-001; 2.810471679688e+004; 1.912000083923e+001
 7.368788123131e-001; 2.814620703125e+004; 1.914000129700e+001
 7.387853860855e-001; 2.818769921875e+004; 1.915999984741e+001
 7.405928969383e-001; 2.822990429688e+004; 1.918000030518e+001
 7.425242066383e-001; 2.827282617188e+004; 1.920000076294e+001
 7.443317770958e-001; 2.831503320313e+004; 1.922000122070e+001
 7.462135553360e-001; 2.835723828125e+004; 1.923999977112e+001
 7.480953931808e-001; 2.840194921875e+004; 1.926000022888e+001
 7.499276995659e-001; 2.844808984375e+004; 1.928000068665e+001
 7.518094778061e-001; 2.849530273438e+004; 1.930000114441e+001
 7.536913156509e-001; 2.854323242188e+004; 1.931999969482e+001
 7.555731534958e-001; 2.859438085938e+004; 1.934000015259e+001
 7.574797272682e-001; 2.864338281250e+004; 1.936000061035e+001
 7.593367695808e-001; 2.869453125000e+004; 1.938000106812e+001
 7.612433433533e-001; 2.874424804688e+004; 1.940000152588e+001
 7.630756497383e-001; 2.879575390625e+004; 1.942000007629e+001
 7.650069594383e-001; 2.884618750000e+004; 1.944000053406e+001
 7.668640017509e-001; 2.889733593750e+004; 1.946000099182e+001
 7.686963081360e-001; 2.894919921875e+004; 1.948000144958e+001
 7.706276178360e-001; 2.900177929688e+004; 1.950000000000e+001
 7.724847197533e-001; 2.905185351563e+004; 1.952000045776e+001
 7.743912935257e-001; 2.910192968750e+004; 1.954000091553e+001
 7.762483358383e-001; 2.915271875000e+004; 1.956000137329e+001
 7.780806422234e-001; 2.920172070313e+004; 1.957999992371e+001
 7.799624204636e-001; 2.925072460938e+004; 1.960000038147e+001
 7.818194627762e-001; 2.929972656250e+004; 1.962000083923e+001
 7.837013006210e-001; 2.934908593750e+004; 1.964000129700e+001
 7.855336070061e-001; 2.939844531250e+004; 1.965999984741e+001
 7.874401807785e-001; 2.944744726563e+004; 1.968000030518e+001
 7.893467545509e-001; 2.949680859375e+004; 1.970000076294e+001
 7.912037968636e-001; 2.954581054688e+004; 1.972000122070e+001
 7.931351065636e-001; 2.959516992188e+004; 1.973999977112e+001
 7.949674129486e-001; 2.964381445313e+004; 1.976000022888e+001
 7.968492507935e-001; 2.969317382813e+004; 1.978000068665e+001
 7.987310290337e-001; 2.974146093750e+004; 1.980000114441e+001
 8.005633354187e-001; 2.979117773438e+004; 1.981999969482e+001
 8.024699091911e-001; 2.984304296875e+004; 1.984000015259e+001
 8.043269515038e-001; 2.989454882813e+004; 1.986000061035e+001
 8.062335252762e-001; 2.994569726563e+004; 1.988000106812e+001
 8.081400990486e-001; 2.999791796875e+004; 1.990000152588e+001
 8.099724054337e-001; 3.005049609375e+004; 1.992000007629e+001
 8.118789792061e-001; 3.010164453125e+004; 1.994000053406e+001
 8.137112855911e-001; 3.015279296875e+004; 1.996000099182e+001
 8.155683279037e-001; 3.020537304688e+004; 1.998000144958e+001
 8.174501657486e-001; 3.025687890625e+004; 2.000000000000e+001
 8.192576766014e-001; 3.030945703125e+004; 2.002000045776e+001
 8.212137818336e-001; 3.036132031250e+004; 2.004000091553e+001
 8.230708241463e-001; 3.041354101563e+004; 2.006000137329e+001
 8.249773979187e-001; 3.046397460938e+004; 2.007999992371e+001
 8.268592357635e-001; 3.051512304688e+004; 2.010000038147e+001
 8.286914825439e-001; 3.056305273438e+004; 2.012000083923e+001
 8.305980563164e-001; 3.061241210938e+004; 2.014000129700e+001
 8.324551582336e-001; 3.065891015625e+004; 2.015999984741e+001
 8.343617320061e-001; 3.070648242188e+004; 2.018000030518e+001
 8.361939787865e-001; 3.075441210938e+004; 2.020000076294e+001
 8.381005525589e-001; 3.080233984375e+004; 2.022000122070e+001
 8.400071263313e-001; 3.084776562500e+004; 2.023999977112e+001
 8.418394327164e-001; 3.089497851563e+004; 2.026000022888e+001
 8.437460064888e-001; 3.094255078125e+004; 2.028000068665e+001
 8.455783128738e-001; 3.098690234375e+004; 2.030000114441e+001
 8.474353551865e-001; 3.103304492188e+004; 2.031999969482e+001
 8.493419289589e-001; 3.107918554688e+004; 2.034000015259e+001
 8.511494994164e-001; 3.112604101563e+004; 2.036000061035e+001
 8.530560731888e-001; 3.117289648438e+004; 2.038000106812e+001
 8.549131155014e-001; 3.122225585938e+004; 2.040000152588e+001
 8.567948937416e-001; 3.127161718750e+004; 2.042000007629e+001
 8.587262630463e-001; 3.132133398438e+004; 2.044000053406e+001
 8.605585694313e-001; 3.137105078125e+004; 2.046000099182e+001
 8.624651432037e-001; 3.142112695313e+004; 2.048000144958e+001
 8.643221855164e-001; 3.147012890625e+004; 2.050000000000e+001
 8.662039637566e-001; 3.152020507813e+004; 2.052000045776e+001
 8.681105375290e-001; 3.157063671875e+004; 2.054000091553e+001
 8.699181079865e-001; 3.162107031250e+004; 2.056000137329e+001
 8.718494176865e-001; 3.167078710938e+004; 2.057999992371e+001
 8.737064599991e-001; 3.172014843750e+004; 2.060000038147e+001
 8.756130337715e-001; 3.176915039063e+004; 2.062000083923e+001
 8.774948716164e-001; 3.181815234375e+004; 2.064000129700e+001
 8.793023824692e-001; 3.186536523438e+004; 2.065999984741e+001
 8.812337517738e-001; 3.191186328125e+004; 2.068000030518e+001
 8.830660581589e-001; 3.196015039063e+004; 2.070000076294e+001
 8.849231004715e-001; 3.200700781250e+004; 2.072000122070e+001
 8.867801427841e-001; 3.205243164063e+004; 2.073999977112e+001
 8.886619806290e-001; 3.210071875000e+004; 2.076000022888e+001
 8.905932903290e-001; 3.214829101563e+004; 2.078000068665e+001
 8.924255967140e-001; 3.219514648438e+004; 2.080000114441e+001
 8.943569064140e-001; 3.224057226563e+004; 2.081999969482e+001
 8.962139487267e-001; 3.228814453125e+004; 2.084000015259e+001
 8.980710506439e-001; 3.233321093750e+004; 2.086000061035e+001
 8.999528288841e-001; 3.238114062500e+004; 2.088000106812e+001
 9.018098711967e-001; 3.242656640625e+004; 2.090000152588e+001
 9.036917090416e-001; 3.247521093750e+004; 2.092000007629e+001
 9.055735468864e-001; 3.252385546875e+004; 2.094000053406e+001
 9.074553251266e-001; 3.257321484375e+004; 2.096000099182e+001
 9.093618988991e-001; 3.262078515625e+004; 2.098000144958e+001
 9.111942052841e-001; 3.267086132813e+004; 2.100000000000e+001
 9.131007790565e-001; 3.272165234375e+004; 2.102000045776e+001
 9.149330854416e-001; 3.276993750000e+004; 2.104000091553e+001
 9.168148636818e-001; 3.281894140625e+004; 2.106000137329e+001
 9.186967015266e-001; 3.286830078125e+004; 2.107999992371e+001
 9.205042123795e-001; 3.291837500000e+004; 2.110000038147e+001
 9.224355816841e-001; 3.296809375000e+004; 2.112000083923e+001
 9.242926239967e-001; 3.301888281250e+004; 2.114000129700e+001
 9.261991977692e-001; 3.306967578125e+004; 2.115999984741e+001
 9.280810356140e-001; 3.311939062500e+004; 2.118000030518e+001
 9.299132823944e-001; 3.316732031250e+004; 2.120000076294e+001
 9.318198561668e-001; 3.321453515625e+004; 2.122000122070e+001
 9.336768984795e-001; 3.326067578125e+004; 2.123999977112e+001
 9.355835318565e-001; 3.330789062500e+004; 2.126000022888e+001
 9.374405741692e-001; 3.335438671875e+004; 2.128000068665e+001
 9.392976164818e-001; 3.340160156250e+004; 2.130000114441e+001
 9.412289261818e-001; 3.344810156250e+004; 2.131999969482e+001
 9.430860280991e-001; 3.349424218750e+004; 2.134000015259e+001
 9.449678063393e-001; 3.353966796875e+004; 2.136000061035e+001
 9.468248486519e-001; 3.358473437500e+004; 2.138000106812e+001
 9.486818909645e-001; 3.362944531250e+004; 2.140000152588e+001
 9.505637288094e-001; 3.367522656250e+004; 2.142000007629e+001
 9.523960351944e-001; 3.372029296875e+004; 2.144000053406e+001
 9.542778134346e-001; 3.376679296875e+004; 2.146000099182e+001
 9.561349153519e-001; 3.381615234375e+004; 2.148000144958e+001
 9.580166935921e-001; 3.386372265625e+004; 2.150000000000e+001
 9.599480628967e-001; 3.391201171875e+004; 2.152000045776e+001
 9.617803096771e-001; 3.396280078125e+004; 2.154000091553e+001
 9.637116789818e-001; 3.401144531250e+004; 2.156000137329e+001
 9.655687212944e-001; 3.406044921875e+004; 2.157999992371e+001
 9.674257636070e-001; 3.411016796875e+004; 2.160000038147e+001
 9.693571329117e-001; 3.415952734375e+004; 2.162000083923e+001
 9.711893796921e-001; 3.420817187500e+004; 2.164000129700e+001
 9.730712175369e-001; 3.425717187500e+004; 2.165999984741e+001
 9.749530553818e-001; 3.430546093750e+004; 2.168000030518e+001
 9.768596291542e-001; 3.435267187500e+004; 2.170000076294e+001
 9.787414073944e-001; 3.439881250000e+004; 2.172000122070e+001
 9.805489778519e-001; 3.444531250000e+004; 2.173999977112e+001
 9.824555516243e-001; 3.449145312500e+004; 2.176000022888e+001
 9.842877984047e-001; 3.453437500000e+004; 2.178000068665e+001
 9.861696362495e-001; 3.458015625000e+004; 2.180000114441e+001
 9.880266785622e-001; 3.462629687500e+004; 2.181999969482e+001
 9.898837208748e-001; 3.467100781250e+004; 2.184000015259e+001
 9.918150901794e-001; 3.471607812500e+004; 2.186000061035e+001
 9.936721324921e-001; 3.476114453125e+004; 2.188000106812e+001
 9.955787062645e-001; 3.480585546875e+004; 2.190000152588e+001
 9.974357485771e-001; 3.484913281250e+004; 2.192000007629e+001
 9.992927908897e-001; 3.489276953125e+004; 2.194000053406e+001
 1.001199364662e+000; 3.493676562500e+004; 2.196000099182e+001
 1.003031730652e+000; 3.498219140625e+004; 2.198000144958e+001
 1.004938244820e+000; 3.502761718750e+004; 2.200000000000e+001
 1.006795287132e+000; 3.507411328125e+004; 2.202000045776e+001
 1.008677124977e+000; 3.512096875000e+004; 2.204000091553e+001
 1.010608434677e+000; 3.516818359375e+004; 2.206000137329e+001
 1.012416005135e+000; 3.521503906250e+004; 2.207999992371e+001
 1.014322519302e+000; 3.526261328125e+004; 2.210000038147e+001
 1.016179561615e+000; 3.530910937500e+004; 2.212000083923e+001
 1.018036723137e+000; 3.535525000000e+004; 2.214000129700e+001
 1.019918441772e+000; 3.540246484375e+004; 2.215999984741e+001
 1.021750807762e+000; 3.545039453125e+004; 2.218000030518e+001
 1.023657321930e+000; 3.549760937500e+004; 2.220000076294e+001
 1.025514364243e+000; 3.554410546875e+004; 2.222000122070e+001
 1.027445793152e+000; 3.559239453125e+004; 2.223999977112e+001
 1.029327511787e+000; 3.563817578125e+004; 2.226000022888e+001
 1.031159877777e+000; 3.568217187500e+004; 2.228000068665e+001
 1.033066391945e+000; 3.572795312500e+004; 2.230000114441e+001
 1.034923434258e+000; 3.577123437500e+004; 2.231999969482e+001
 1.036805272102e+000; 3.581451171875e+004; 2.234000015259e+001
 1.038662314415e+000; 3.585743359375e+004; 2.236000061035e+001
 1.040519356728e+000; 3.590142968750e+004; 2.238000106812e+001
 1.042475461960e+000; 3.594184765625e+004; 2.240000152588e+001
 1.044332504272e+000; 3.598619921875e+004; 2.242000007629e+001
 1.046189546585e+000; 3.602697265625e+004; 2.244000053406e+001
 1.048071384430e+000; 3.607025390625e+004; 2.246000099182e+001
 1.049903750420e+000; 3.611138671875e+004; 2.248000144958e+001
 1.051810264587e+000; 3.615394921875e+004; 2.250000000000e+001
 1.053642630577e+000; 3.619687109375e+004; 2.252000045776e+001
 1.055499672890e+000; 3.624086718750e+004; 2.254000091553e+001
 1.057356715202e+000; 3.628557812500e+004; 2.256000137329e+001
 1.059263229370e+000; 3.633243359375e+004; 2.257999992371e+001
 1.061194539070e+000; 3.637928906250e+004; 2.260000038147e+001
 1.063026905060e+000; 3.642507031250e+004; 2.262000083923e+001
 1.064933419228e+000; 3.647335937500e+004; 2.264000129700e+001
 1.066815257072e+000; 3.651950000000e+004; 2.265999984741e+001
 1.068647623062e+000; 3.656599609375e+004; 2.268000030518e+001
 1.070578932762e+000; 3.661285546875e+004; 2.270000076294e+001
 1.072411179543e+000; 3.665971093750e+004; 2.272000122070e+001
 1.074317812920e+000; 3.670585156250e+004; 2.273999977112e+001
 1.076199531555e+000; 3.675163281250e+004; 2.276000022888e+001
 1.078081369400e+000; 3.679634375000e+004; 2.278000068665e+001
 1.079963207245e+000; 3.684105468750e+004; 2.280000114441e+001
 1.081770777702e+000; 3.688540625000e+004; 2.281999969482e+001
 1.083677291870e+000; 3.692868750000e+004; 2.284000015259e+001
 1.085509657860e+000; 3.697125000000e+004; 2.286000061035e+001
 1.087391376495e+000; 3.701488671875e+004; 2.288000106812e+001
 1.089273214340e+000; 3.705744921875e+004; 2.290000152588e+001
 1.091105580330e+000; 3.709965625000e+004; 2.292000007629e+001
 1.093036890030e+000; 3.714221875000e+004; 2.294000053406e+001
 1.094918727875e+000; 3.718407031250e+004; 2.296000099182e+001
 1.096800446510e+000; 3.722591796875e+004; 2.298000144958e+001
 1.098657608032e+000; 3.726669531250e+004; 2.300000000000e+001
 1.100539326668e+000; 3.730782812500e+004; 2.302000045776e+001
 1.102421164513e+000; 3.735039062500e+004; 2.304000091553e+001
 1.104278206825e+000; 3.739295312500e+004; 2.306000137329e+001
 1.106160044670e+000; 3.743551953125e+004; 2.307999992371e+001
